0.91, -0.91,1
-0.75, 0.4,1
-2.54, -0.45,1
1.96, -0.44,1
4.07, -1.1,1
1.78, 0.86,1
1.22, 2.62,1
1.19, 1.95,1
0.2, 1.66,1
-2.13, 1.45,1
-1.83, -0.06,1
-1.26, 0.3,1
-1.19, -1.46,1
-0.35, -0.6,1
0.74, -2.56,1
-0.46, -1.82,1
-0.49, 1.0,1
-1.07, -0.86,1
2.0, -2.0,1
1.0, -1.0,1
3.0, -2.0,-1
4.0, -0.0,-1
3.0, 1.0,1
-2.0, 1.0,1
-3.0, 0.0,1
-3.0, -1.0,1
-0.0, -1.0,1
-1.0, -2.0,1
-0.0, -3.0,1
1.0, 0.0,1
0.0, 1.0,1
-1.0, 1.0,1
-4.0, -3.0,-1
-0.0, -1.0,1
-4.0, 0.0,-1
-1.0, 1.0,1
-1.0, 1.0,1
-2.0, -2.0,1
-0.0, -0.0,1
2.0, -2.0,1
0.0, 0.0,1
0.0, 1.0,1
-2.0, 1.0,1
-4.0, -0.0,-1
-4.0, -1.0,-1
-2.0, -0.0,1
-3.0, -1.0,1
2.0, -1.0,1
1.0, -0.0,1
-1.0, 2.0,1
-1.0, 0.0,1
-2.0, -0.0,1
-0.0, -2.0,1
-1.0, -1.0,1
1.0, -1.0,1
5.0, -0.0,-1
-0.0, 0.0,1
3.0, -2.0,-1
4.0, -3.0,-1
0.0, 1.0,1
-1.0, 0.0,1
-3.0, -1.0,1
-2.0, -2.0,1
-2.0, -4.0,-1
1.0, -3.0,-1
-2.0, -0.0,1
-2.0, 0.0,1
-1.0, 1.0,1
-1.0, -1.0,1
-1.0, 0.0,1
-3.0, 0.0,1
-3.0, -2.0,-1
-3.0, -1.0,-1
-2.0, 1.0,1
-1.0, 4.0,-1
-2.0, 3.0,-1
2.0, 2.0,1
-2.0, 3.0,-1
-3.0, -0.0,1
-3.0, -1.0,1
1.0, -3.0,-1
-2.0, -2.0,1
-2.0, -0.0,1
-0.0, -1.0,1
-1.0, -1.0,1
2.0, -2.0,-1
-0.0, 1.0,1
-1.0, 0.0,1
3.0, -1.0,1
4.0, -3.0,-1
2.0, -0.0,1
4.0, 0.0,-1
0.0, -3.0,-1
-1.0, 0.0,1
-1.0, -1.0,1
-1.0, -1.0,1
2.0, -1.0,1
1.0, 1.0,1
1.0, -1.0,1
3.0, 1.0,1
2.0, 1.0,1
4.0, 1.0,-1
5.0, -1.0,-1
6.0, -2.0,-1
6.0, -1.0,-1
2.0, 0.0,1
-2.0, -2.0,1
1.0, -3.0,1
0.0, -2.0,1
-0.0, -1.0,1
0.0, -0.0,1
-0.0, 1.0,1
-2.0, 0.0,1
-3.0, 1.0,1
1.0, -1.0,1
1.0, -1.0,1
-1.0, -0.0,1
-1.0, 2.0,1
-4.0, 3.0,-1
0.0, 1.0,1
1.0, 0.0,1
0.0, 1.0,1
-0.0, 1.0,1
1.0, 0.0,1
-3.0, -1.0,1
-4.0, -1.0,-1
1.0, -0.0,1
-1.0, 0.0,1
1.0, -2.0,1
1.0, 1.0,1
1.0, -1.0,1
-0.0, 3.0,1
-5.0, 5.0,-1
-3.0, 2.0,-1
-1.0, -1.0,1
3.0, -2.0,-1
3.0, 1.0,1
3.0, 0.0,1
-1.0, -1.0,1
-1.0, 0.0,1
-1.0, 1.0,1
-2.0, -3.0,-1
-3.0, -1.0,1
-4.0, -1.0,-1
-4.0, -2.0,-1
-4.0, -1.0,-1
-1.0, 1.0,1
-1.0, 0.0,1
2.0, 0.0,1
-0.0, 0.0,1
-3.0, -0.0,1
-1.0, -0.0,1
-0.0, 1.0,1
2.0, -0.0,1
0.0, 2.0,1
-1.0, 2.0,1
1.0, 1.0,1
-0.0, 1.0,1
3.0, -1.0,1
1.0, 0.0,1
0.0, 0.0,1
