1.18, 0.52,1
1.25, 0.83,1
1.8, -1.59,1
-1.18, -2.25,1
-0.71, -0.98,1
-4.94, -0.23,1
-4.84, 2.56,1
1.6, 2.72,1
1.26, 0.95,1
-1.11, -0.09,1
4.98, 0.51,1
2.54, -1.64,1
-0.84, -1.06,1
-1.48, -1.54,1
1.25, -0.45,1
0.11, 1.23,1
0.76, 1.33,1
-1.62, -0.83,1
0.0, 2.0,0
5.0, 3.0,0
3.0, 0.0,0
2.0, -1.0,0
2.0, -2.0,0
2.0, 0.0,0
-1.0, -1.0,0
1.0, 0.0,0
-0.0, 1.0,0
0.0, 1.0,0
-3.0, -2.0,0
-1.0, 2.0,0
-0.0, 1.0,0
-2.0, 2.0,0
-1.0, 1.0,0
-4.0, -1.0,0
-0.0, 1.0,0
1.0, 1.0,0
1.0, 0.0,0
-0.0, -1.0,0
-3.0, -2.0,0
9.0, 15.0,-1
9.0, 7.0,-1
7.0, 6.0,-1
-2.0, 2.0,0
-0.0, -0.0,0
1.0, -2.0,0
1.0, -1.0,0
2.0, 0.0,0
-1.0, -3.0,0
-3.0, -1.0,0
3.0, 1.0,0
2.0, -1.0,0
0.0, -1.0,0
-1.0, -0.0,0
-3.0, 0.0,0
-5.0, -1.0,0
-7.0, -1.0,0
-4.0, 1.0,0
-5.0, -1.0,0
-3.0, 0.0,0
-1.0, -1.0,0
-0.0, -0.0,0
-0.0, -0.0,0
2.0, 1.0,0
3.0, 0.0,0
5.0, -2.0,0
2.0, -3.0,0
1.0, -1.0,0
0.0, -2.0,0
4.0, 9.0,-1
5.0, 1.0,0
6.0, 1.0,0
-1.0, -2.0,0
2.0, 1.0,0
2.0, -1.0,0
-3.0, -2.0,0
-4.0, -2.0,0
1.0, -1.0,0
0.0, -1.0,0
-2.0, 1.0,0
-3.0, 0.0,0
-6.0, -1.0,0
-7.0, -1.0,0
-3.0, -0.0,0
1.0, -2.0,0
-1.0, -3.0,0
-2.0, -4.0,0
-2.0, -1.0,0
-7.0, -1.0,0
-4.0, -0.0,0
-2.0, 1.0,0
-3.0, -1.0,0
-1.0, -1.0,0
2.0, 1.0,0
7.0, 10.0,-1
5.0, 1.0,0
3.0, 3.0,0
0.0, 1.0,0
3.0, -0.0,0
0.0, -2.0,0
1.0, -4.0,0
2.0, -2.0,0
3.0, -4.0,0
1.0, -5.0,-1
4.0, -2.0,0
0.0, -1.0,0
-1.0, -1.0,0
-0.0, 0.0,0
2.0, 0.0,0
2.0, -1.0,0
-0.0, -3.0,0
-3.0, -2.0,0
-2.0, -1.0,0
-0.0, -2.0,0
2.0, 1.0,0
-1.0, -2.0,0
-0.0, -1.0,0
3.0, -0.0,0
4.0, -0.0,0
3.0, -2.0,0
0.0, -2.0,0
0.0, 1.0,0
0.0, 0.0,0
3.0, -2.0,0
1.0, -3.0,0
11.0, 14.0,-1
7.0, 3.0,0
9.0, 4.0,-1
1.0, -1.0,0
4.0, -3.0,0
3.0, -4.0,0
-0.0, -3.0,0
-1.0, -2.0,0
-4.0, -2.0,0
-3.0, -1.0,0
1.0, 1.0,0
1.0, 0.0,0
-2.0, -2.0,0
1.0, 1.0,0
5.0, 0.0,0
2.0, -1.0,0
1.0, -4.0,0
-0.0, -2.0,0
-2.0, -1.0,0
-3.0, -0.0,0
-2.0, -2.0,0
-2.0, -3.0,0
-3.0, -2.0,0
-4.0, -3.0,0
-3.0, -3.0,0
-2.0, -2.0,0
1.0, -2.0,0
3.0, -2.0,0
1.0, -2.0,0
-2.0, -2.0,0
0.0, 0.0,0
-1.0, -1.0,0
-4.0, -3.0,0
-3.0, 0.0,0
-0.0, 1.0,0
1.0, 4.0,0
1.0, 2.0,0
4.0, -0.0,0
5.0, 0.0,0
-0.0, -3.0,0
1.0, -2.0,0
0.0, -1.0,0
-1.0, 0.0,0
-3.0, -1.0,0
-2.0, 2.0,0
1.0, -0.0,0
-2.0, -4.0,0
1.0, 0.0,0
1.0, -1.0,0
2.0, -2.0,0
5.0, -3.0,0
4.0, -4.0,0
5.0, -3.0,0
4.0, -3.0,0
2.0, -3.0,0
0.0, -3.0,0
3.0, -4.0,0
2.0, -3.0,0
1.0, -4.0,0
2.0, -3.0,0
-1.0, -1.0,0
-4.0, -2.0,0
-1.0, -1.0,0
-1.0, -2.0,0
-2.0, -3.0,0
-1.0, -2.0,0
-1.0, -1.0,0
1.0, -2.0,0
-0.0, -2.0,0
-1.0, -1.0,0
-1.0, 0.0,0
2.0, 0.0,0
2.0, 2.0,0
-0.0, -1.0,0
-3.0, -2.0,0
-0.0, 1.0,0
-0.0, 1.0,0
2.0, 0.0,0
2.0, -2.0,0
5.0, 4.0,-1
3.0, 2.0,0
3.0, 1.0,0
-0.0, -3.0,0
-1.0, -1.0,0
3.0, -1.0,0
-0.0, -2.0,0
1.0, 1.0,0
2.0, -1.0,0
1.0, -2.0,0
1.0, -2.0,0
2.0, -2.0,0
2.0, -1.0,0
4.0, 1.0,0
5.0, 0.0,0
1.0, -1.0,0
3.0, -1.0,0
1.0, -1.0,0
3.0, 2.0,0
3.0, -2.0,0
2.0, -1.0,0
2.0, -1.0,0
-1.0, -2.0,0
0.0, -2.0,0
1.0, -4.0,0
2.0, 1.0,0
1.0, -1.0,0
4.0, -2.0,0
1.0, -0.0,0
4.0, -0.0,0
5.0, -2.0,0
-0.0, -2.0,0
-2.0, -1.0,0
-4.0, -1.0,0
-7.0, 2.0,0
-6.0, 1.0,0
0.0, 4.0,0
1.0, 1.0,0
-1.0, -1.0,0
-3.0, -2.0,0
